Actual,Default_Probability_Pct,Risk_Level,Loan_Amount_USD,Expected_Loss_USD
0,19.6,Low Risk,336500,66049.64491724968
1,100.0,High Risk,336500,336419.7119772434
0,40.8,Medium Risk,146500,59792.31406748295
1,88.6,High Risk,206500,182859.3222796917
0,36.8,Medium Risk,246500,90762.74088025093
0,56.7,Medium Risk,146500,83062.16895580292
0,48.2,Medium Risk,126500,60940.475419163704
1,98.7,High Risk,246500,243316.55159592628
1,28.3,Low Risk,216500,61296.113684773445
0,26.7,Low Risk,376500,100511.45920157433
0,15.8,Low Risk,346500,54794.91750150919
0,34.4,Medium Risk,196500,67594.90719437599
0,15.5,Low Risk,446500,69025.49763768911
0,25.7,Low Risk,156500,40176.79761350155
0,27.8,Low Risk,226500,62862.38434910774
0,20.8,Low Risk,426500,88625.32763183117
0,16.8,Low Risk,266500,44848.174177110195
0,14.6,Low Risk,236500,34493.381164968014
0,12.6,Low Risk,206500,26040.67236185074
0,12.0,Low Risk,626500,75474.11102056503
0,23.7,Low Risk,326500,77347.58785367012
1,81.6,High Risk,286500,233830.49556612968
0,13.7,Low Risk,106500,14558.725029230118
1,100.0,High Risk,516500,516349.30351376534
1,28.4,Low Risk,186500,53010.26114821434
0,35.1,Medium Risk,76500,26882.26094841957
0,14.5,Low Risk,326500,47351.294972002506
1,100.0,High Risk,486500,486374.2951452732
1,93.1,High Risk,266500,248115.58082699776
0,33.6,Medium Risk,256500,86215.19520878792
0,34.6,Medium Risk,286500,98994.6277141571
0,11.8,Low Risk,126500,14965.48418700695
1,31.3,Medium Risk,166500,52055.83217740059
0,27.5,Low Risk,126500,34800.40544271469
0,44.6,Medium Risk,176500,78743.37707459927
0,7.9,Low Risk,576500,45594.57702934742
1,100.0,High Risk,296500,296424.9083697796
0,19.2,Low Risk,166500,31908.259235322475
0,13.9,Low Risk,566500,78773.95614981651
0,41.1,Medium Risk,116500,47935.58444082737
0,45.4,Medium Risk,266500,120898.65364134312
0,30.4,Medium Risk,126500,38467.4708545208
0,25.3,Low Risk,276500,69991.29892885685
0,34.1,Medium Risk,166500,56785.37066280842
0,19.8,Low Risk,306500,60581.70273900032
1,43.5,Medium Risk,216500,94126.77974998951
0,21.5,Low Risk,256500,55271.80863171816
0,47.4,Medium Risk,366500,173695.236235857
0,40.6,Medium Risk,236500,95966.15651249886
1,30.7,Medium Risk,256500,78665.47474265099
0,32.2,Medium Risk,496500,160052.80981957912
0,23.0,Low Risk,266500,61198.819629848
0,13.7,Low Risk,386500,52819.72148269415
0,31.1,Medium Risk,426500,132475.44306516647
1,100.0,High Risk,136500,136491.4897084236
1,100.0,High Risk,206500,206425.11594295502
0,50.8,Medium Risk,76500,38829.540342092514
0,22.9,Low Risk,206500,47266.35155081749
0,26.6,Low Risk,266500,71006.86471164227
0,20.1,Low Risk,126500,25485.827140510082
1,27.0,Low Risk,196500,52994.10393834114
0,18.5,Low Risk,696500,128702.92443037033
0,33.2,Medium Risk,226500,75214.52844142914
0,18.2,Low Risk,566500,103144.7242796421
1,100.0,High Risk,36500,36497.39366769791
1,100.0,High Risk,296500,296417.16769337654
1,93.9,High Risk,226500,212786.75383329391
1,100.0,High Risk,386500,386470.65061330795
0,25.0,Low Risk,286500,71646.75575494766
0,27.9,Low Risk,256500,71585.47331392765
0,16.5,Low Risk,436500,72155.77713400126
0,24.8,Low Risk,126500,31366.644211113453
0,54.2,Medium Risk,196500,106434.1307580471
0,15.3,Low Risk,376500,57707.30743557215
0,42.3,Medium Risk,196500,83049.66688156128
0,42.5,Medium Risk,226500,96258.76307487488
0,22.2,Low Risk,216500,47963.82703632116
0,21.3,Low Risk,356500,76100.82150250673
0,17.3,Low Risk,556500,96245.61332166195
0,24.7,Low Risk,266500,65918.2050973177
0,49.5,Medium Risk,206500,102255.60151040554
0,33.2,Medium Risk,116500,38652.885764837265
0,17.6,Low Risk,376500,66387.32497394085
1,43.0,Medium Risk,206500,88840.55471420288
1,39.5,Medium Risk,236500,93528.75915169716
0,21.1,Low Risk,436500,91921.02813720703
0,33.1,Medium Risk,176500,58386.67285442352
0,51.1,Medium Risk,146500,74934.47071313858
0,19.4,Low Risk,596500,115973.94467145205
0,13.0,Low Risk,406500,52675.50813406706
0,18.3,Low Risk,166500,30541.32840782404
0,58.7,Medium Risk,136500,80060.9259903431
0,37.8,Medium Risk,266500,100857.1967035532
0,84.6,High Risk,286500,242453.561514616
0,37.7,Medium Risk,186500,70363.86439204216
0,20.5,Low Risk,686500,140723.63989800215
0,21.1,Low Risk,326500,68927.84664779902
1,100.0,High Risk,386500,386391.19532704353
1,82.1,High Risk,626500,514139.3792629242
0,17.5,Low Risk,406500,71083.28575640917
0,25.3,Low Risk,616500,155698.95270466805
0,9.7,Low Risk,306500,29767.31027290225
0,31.2,Medium Risk,376500,117595.08664906025
1,37.4,Medium Risk,266500,99583.5187882185
0,14.1,Low Risk,306500,43078.81781458855
0,18.2,Low Risk,566500,103188.38375806808
1,86.1,High Risk,216500,186333.2936167717
0,48.7,Medium Risk,276500,134659.84773635864
0,22.3,Low Risk,126500,28157.69336372614
0,18.6,Low Risk,316500,58800.43702572584
0,41.8,Medium Risk,376500,157256.8324059248
0,24.8,Low Risk,646500,160178.20657789707
0,35.8,Medium Risk,266500,95522.44433760643
0,31.9,Medium Risk,636500,203110.711440444
0,18.9,Low Risk,626500,118185.71301549673
0,20.8,Low Risk,256500,53456.76235109568
1,32.8,Medium Risk,236500,77559.16023254395
0,14.3,Low Risk,146500,20878.830067813396
0,30.1,Medium Risk,396500,119463.05876970291
0,22.7,Low Risk,346500,78674.38651621342
0,55.4,Medium Risk,236500,131005.97786903381
0,22.5,Low Risk,466500,104758.9952275157
0,32.6,Medium Risk,126500,41191.182032227516
1,100.0,High Risk,176500,176448.56664538383
1,29.6,Low Risk,246500,72871.52606248856
1,54.3,Medium Risk,166500,90445.631057024
0,26.4,Low Risk,466500,123016.5266096592
0,18.2,Low Risk,296500,53896.67297154665
0,45.2,Medium Risk,86500,39117.68417060375
0,24.1,Low Risk,236500,56891.27589762211
1,55.1,Medium Risk,76500,42130.51137328148
0,45.3,Medium Risk,146500,66355.24968802929
0,12.4,Low Risk,256500,31716.11976251006
0,44.5,Medium Risk,116500,51813.6887550354
0,34.2,Medium Risk,296500,101394.0421640873
0,17.5,Low Risk,236500,41386.45615428686
0,16.4,Low Risk,306500,50217.945247888565
0,28.6,Low Risk,56500,16182.565972208977
0,49.5,Medium Risk,226500,112138.05551826954
0,18.2,Low Risk,476500,86844.72045302391
0,21.7,Low Risk,166500,36088.54682743549
0,22.1,Low Risk,236500,52275.180116295815
1,79.3,High Risk,166500,132003.6329627037
0,48.4,Medium Risk,76500,37029.0320366621
0,10.1,Low Risk,276500,27866.270251572132
0,14.6,Low Risk,436500,63820.50235569477
0,29.9,Low Risk,176500,52754.5890212059
0,29.4,Low Risk,476500,139973.14739227295
0,17.4,Low Risk,216500,37682.68385529518
0,21.8,Low Risk,266500,58148.024030029774
1,43.0,Medium Risk,206500,88888.34807276726
0,33.8,Medium Risk,296500,100276.7603546381
0,15.2,Low Risk,166500,25262.097403407097
0,15.5,Low Risk,356500,55421.85124754906
1,100.0,High Risk,186500,186452.52242684364
1,55.6,Medium Risk,86500,48128.54337692261
0,22.9,Low Risk,536500,122891.80612564087
0,17.6,Low Risk,566500,99937.44935840368
1,100.0,High Risk,406500,406381.30071759224
0,26.6,Low Risk,416500,110662.46636211872
0,21.7,Low Risk,156500,33978.490486741066
0,30.2,Medium Risk,146500,44262.03390955925
0,19.9,Low Risk,346500,68789.98012840748
0,26.9,Low Risk,386500,103940.61107933521
0,60.7,Medium Risk,86500,52511.31001114845
0,14.7,Low Risk,376500,55285.14448553324
0,46.1,Medium Risk,306500,141159.8021388054
0,19.2,Low Risk,436500,83627.08854675293
0,20.0,Low Risk,336500,67363.42613399029
1,20.2,Low Risk,216500,43834.29142832756
1,100.0,High Risk,286500,286490.88102579117
1,29.8,Low Risk,156500,46630.4622143507
1,99.1,High Risk,316500,313593.4894680977
0,34.9,Medium Risk,456500,159393.71027052402
1,20.6,Low Risk,616500,126946.02122157812
1,100.0,High Risk,456500,456486.7761731148
0,35.9,Medium Risk,186500,66860.37854850292
0,17.1,Low Risk,246500,42076.03635638952
0,8.7,Low Risk,586500,50764.08604905009
0,26.8,Low Risk,116500,31175.57705938816
1,16.0,Low Risk,466500,74529.15143966675
0,30.3,Medium Risk,496500,150494.04273927212
0,16.1,Low Risk,556500,89326.14717632532
1,100.0,High Risk,146500,146465.39476513863
0,15.8,Low Risk,296500,46955.40697127581
0,15.0,Low Risk,556500,83253.92536818981
0,19.9,Low Risk,436500,86984.72211509943
0,24.3,Low Risk,176500,42920.429572463036
0,27.4,Low Risk,566500,155070.7180649042
0,37.5,Medium Risk,116500,43734.659776091576
0,37.6,Medium Risk,116500,43757.12342560291
0,12.9,Low Risk,366500,47403.041899204254
1,100.0,High Risk,186500,186445.51917910576
1,42.3,Medium Risk,186500,78921.23840749264
0,24.1,Low Risk,366500,88401.37832611799
0,93.3,High Risk,36500,34063.4491443634
0,33.7,Medium Risk,206500,69598.21374714375
0,54.0,Medium Risk,116500,62889.45537805557
0,22.9,Low Risk,326500,74636.90111786127
0,23.0,Low Risk,526500,120901.49389207363
0,68.0,High Risk,126500,86024.75863695145
0,10.7,Low Risk,376500,40248.25640022755
0,13.2,Low Risk,206500,27278.82867306471
0,32.0,Medium Risk,326500,104331.0730010271
0,24.2,Low Risk,116500,28203.419230878353
1,37.2,Medium Risk,276500,102968.2746976614
1,34.2,Medium Risk,206500,70597.56019711494
0,21.7,Low Risk,366500,79650.51432698965
0,36.6,Medium Risk,196500,71936.01147830486
1,100.0,High Risk,126500,126466.99747443199
0,35.9,Medium Risk,186500,66883.85610282421
1,81.5,High Risk,256500,208985.48886179924
1,100.0,High Risk,466500,466480.64732551575
0,41.2,Medium Risk,156500,64512.057065963745
0,22.7,Low Risk,106500,24200.042344629765
0,20.0,Low Risk,346500,69197.2832903266
1,100.0,High Risk,456500,456380.3053200245
0,20.0,Low Risk,526500,105128.57039272785
0,24.1,Low Risk,276500,66737.53391206264
0,18.3,Low Risk,186500,34137.98973709345
0,26.5,Low Risk,506500,134298.78225922585
0,30.6,Medium Risk,436500,133634.47035849094
0,39.0,Medium Risk,126500,49359.19401049614
0,24.3,Low Risk,186500,45358.67107659578
1,25.1,Low Risk,296500,74316.4933770895
0,46.2,Medium Risk,166500,76926.93203687668
0,15.2,Low Risk,376500,57246.73651903868
0,42.6,Medium Risk,306500,130665.73312878609
0,84.5,High Risk,276500,233747.78652191162
0,9.8,Low Risk,296500,29080.075468868017
1,81.3,High Risk,626500,509583.61744880676
1,91.2,High Risk,106500,97117.7482008934
0,24.0,Low Risk,266500,63903.572365641594
0,19.4,Low Risk,406500,78869.05250698328
1,100.0,High Risk,196500,196429.7729730606
0,16.9,Low Risk,376500,63464.432671666145
0,26.8,Low Risk,486500,130170.84228992462
0,26.4,Low Risk,476500,125610.9912097454
0,70.4,High Risk,56500,39764.73495364189
0,25.0,Low Risk,206500,51695.865377783775
0,57.3,Medium Risk,206500,118228.7930548191
0,20.7,Low Risk,226500,46959.064476192
0,22.2,Low Risk,696500,154467.57119894028
0,32.3,Medium Risk,296500,95632.49589502811
1,16.6,Low Risk,156500,25978.2737493515
0,87.4,High Risk,66500,58107.23093152046
1,100.0,High Risk,276500,276442.46593117714
0,15.8,Low Risk,436500,68882.5571089983
0,44.4,Medium Risk,86500,38406.37944638729
0,16.2,Low Risk,466500,75603.76708209515
0,19.1,Low Risk,256500,48869.13002282381
0,27.1,Low Risk,456500,123506.92424178123
0,20.0,Low Risk,256500,51368.95231157541
0,14.0,Low Risk,476500,66513.42561841011
0,42.7,Medium Risk,236500,101013.85888457298
0,11.3,Low Risk,636500,72075.84433630109
0,54.7,Medium Risk,446500,244141.01812243462
1,100.0,High Risk,66500,66485.68704724312
0,16.8,Low Risk,396500,66810.02794206142
1,57.3,Medium Risk,106500,61053.29552292824
0,23.4,Low Risk,216500,50606.90416395664
0,20.0,Low Risk,256500,51408.58416259289
0,19.0,Low Risk,296500,56267.1667560935
0,18.6,Low Risk,486500,90596.67770564556
0,42.0,Medium Risk,246500,103531.57621622086
0,12.9,Low Risk,636500,82014.04813677073
1,38.8,Medium Risk,406500,157902.75514125824
0,41.5,Medium Risk,106500,44190.602123737335
0,33.1,Medium Risk,116500,38513.79515230656
0,21.2,Low Risk,116500,24666.5922626853
0,16.8,Low Risk,316500,53261.87624037266
1,99.8,High Risk,146500,146264.5219862461
1,70.0,High Risk,156500,109552.47008800507
0,19.5,Low Risk,476500,92756.76476210356
0,26.7,Low Risk,516500,138063.65674734116
0,38.4,Medium Risk,236500,90806.46450817585
0,17.1,Low Risk,166500,28392.07499474287
0,32.5,Medium Risk,136500,44388.26112449169
0,40.2,Medium Risk,156500,62976.14832222462
0,26.3,Low Risk,166500,43791.03519022465
0,24.5,Low Risk,416500,102188.07154148817
1,100.0,High Risk,266500,266433.2686364651
0,14.6,Low Risk,516500,75208.97585898638
0,40.5,Medium Risk,236500,95735.87611317635
0,26.7,Low Risk,176500,47074.3225812912
1,58.3,Medium Risk,96500,56223.82169961929
0,21.3,Low Risk,166500,35441.944755613804
0,28.9,Low Risk,286500,82788.18695247173
0,26.7,Low Risk,316500,84461.37182414532
0,34.6,Medium Risk,256500,88768.40525865555
0,21.6,Low Risk,266500,57477.4262458086
0,57.7,Medium Risk,156500,90349.92384910583
0,35.9,Medium Risk,246500,88586.89986169338
1,49.6,Medium Risk,236500,117196.51228189468
0,14.9,Low Risk,316500,47020.69336920977
0,44.8,Medium Risk,286500,128486.85890436172
0,15.4,Low Risk,266500,41060.95088273287
0,31.1,Medium Risk,166500,51793.54123771191
0,13.3,Low Risk,466500,61826.02532207966
0,14.9,Low Risk,686500,102031.61580115557
0,61.4,Medium Risk,146500,89921.1919605732
1,98.5,High Risk,146500,144305.8115541935
1,100.0,High Risk,126500,126472.21514582634
0,22.8,Low Risk,176500,40306.623101234436
0,51.6,Medium Risk,396500,204770.95493674278
1,14.1,Low Risk,276500,38980.69540411234
1,100.0,High Risk,476500,476484.322309494
1,100.0,High Risk,186500,186454.34549450874
1,23.8,Low Risk,406500,96939.43729251623
0,30.2,Medium Risk,156500,47249.48604404926
0,15.5,Low Risk,636500,98841.69147908688
0,18.3,Low Risk,126500,23131.539538502693
1,100.0,High Risk,416500,416480.9837937355
0,31.8,Medium Risk,256500,81531.09186887741
1,100.0,High Risk,436500,436438.8590455055
1,40.4,Medium Risk,216500,87567.59943068027
0,19.4,Low Risk,166500,32343.92052143812
0,28.3,Low Risk,366500,103818.6302781105
1,22.8,Low Risk,316500,72149.57752078772
0,29.7,Low Risk,366500,108947.56539165974
1,60.4,Medium Risk,106500,64312.71091103554
0,23.3,Low Risk,286500,66638.84650915861
0,45.0,Medium Risk,146500,65856.81380331516
1,100.0,High Risk,346500,346332.71062374115
1,100.0,High Risk,386500,386378.8243532181
0,52.8,Medium Risk,76500,40422.13064432144
0,45.4,Medium Risk,66500,30221.770018339157
0,24.5,Low Risk,236500,57903.767473995686
0,22.6,Low Risk,546500,123606.12519085407
0,18.2,Low Risk,606500,110417.50314086676
0,16.4,Low Risk,236500,38668.630100786686
0,25.5,Low Risk,236500,60392.21177995205
0,33.2,Medium Risk,416500,138252.32534110546
1,23.5,Low Risk,406500,95333.87745916843
1,85.5,High Risk,176500,150966.86896681786
1,19.5,Low Risk,426500,83073.03745299578
1,100.0,High Risk,406500,406418.8076555729
0,44.4,Medium Risk,576500,256163.05263340473
0,44.3,Medium Risk,336500,148969.47215497494
0,31.2,Medium Risk,256500,79918.58120262623
1,100.0,High Risk,206500,206451.0250389576
0,14.0,Low Risk,296500,41619.1119030118
1,100.0,High Risk,596500,596332.1487605572
0,48.8,Medium Risk,126500,61745.225831866264
0,26.9,Low Risk,226500,60951.888129115105
0,49.5,Medium Risk,106500,52720.795065164566
0,13.8,Low Risk,456500,63209.49117094278
1,89.5,High Risk,206500,184721.1339175701
0,19.8,Low Risk,626500,124017.30285584927
1,88.6,High Risk,226500,200567.50819087029
0,22.0,Low Risk,276500,60706.96724206209
0,19.6,Low Risk,316500,62001.55080109835
0,15.8,Low Risk,366500,58025.38127452135
0,19.7,Low Risk,206500,40750.09389966726
0,18.2,Low Risk,586500,106712.99502253532
0,34.3,Medium Risk,486500,167100.86977481842
1,100.0,High Risk,436500,436380.8661997318
0,57.6,Medium Risk,186500,107352.3621559143
1,71.2,High Risk,126500,90011.78342103958
0,37.9,Medium Risk,176500,66852.03072428703
0,23.5,Low Risk,126500,29753.942660987377
0,21.4,Low Risk,106500,22770.537726581097
0,13.9,Low Risk,226500,31427.68543213606
0,40.5,Medium Risk,186500,75611.47573590279
0,34.3,Medium Risk,296500,101719.58355605602
1,22.7,Low Risk,96500,21917.511112987995
0,16.0,Low Risk,646500,103680.73173612356
0,22.8,Low Risk,506500,115248.15778434277
1,86.3,High Risk,726500,626962.5538885593
1,22.8,Low Risk,436500,99609.67878252268
0,19.3,Low Risk,406500,78255.51847368479
0,21.9,Low Risk,606500,133123.07489663363
0,47.8,Medium Risk,256500,122658.18241238594
0,17.9,Low Risk,516500,92493.3548644185
0,28.3,Low Risk,126500,35768.53230595589
0,39.6,Medium Risk,126500,50098.49356114864
0,34.0,Medium Risk,196500,66745.84065377712
1,100.0,High Risk,216500,216431.65826797485
0,15.1,Low Risk,206500,31091.693706810474
0,15.5,Low Risk,416500,64589.56241607666
1,95.0,High Risk,726500,690191.7928159237
1,28.5,Low Risk,376500,107125.96535682678
0,16.6,Low Risk,266500,44157.78016299009
0,37.9,Medium Risk,406500,154084.70392227173
0,51.4,Medium Risk,286500,147123.20744991302
1,100.0,High Risk,436500,436334.2689871788
0,20.6,Low Risk,226500,46645.70885896683
0,48.9,Medium Risk,246500,120447.683557868
0,17.4,Low Risk,216500,37725.53293406963
0,49.8,Medium Risk,146500,72985.49655079842
0,30.2,Medium Risk,126500,38214.990600943565
0,16.5,Low Risk,396500,65348.63690286875
0,21.0,Low Risk,76500,16057.65487253666
0,23.0,Low Risk,156500,35991.33703112602
1,41.3,Medium Risk,396500,163750.52469968796
1,93.3,High Risk,186500,174059.45295095444
0,14.0,Low Risk,266500,37342.68280118704
0,20.0,Low Risk,386500,77246.15170806646
0,16.3,Low Risk,356500,57989.03999477625
0,16.6,Low Risk,156500,26037.500359117985
0,28.3,Low Risk,176500,49983.28433930874
0,42.8,Medium Risk,146500,62682.70692229271
0,12.8,Low Risk,606500,77567.07789748907
1,100.0,High Risk,86500,86480.51622509956
0,35.6,Medium Risk,226500,80571.55506312847
1,100.0,High Risk,436500,436478.66570949554
0,18.5,Low Risk,186500,34504.9599185586
0,37.0,Medium Risk,236500,87451.67407393456
1,86.4,High Risk,66500,57473.80647063255
0,58.4,Medium Risk,426500,248867.1596944332
0,43.1,Medium Risk,236500,101933.48625302315
1,47.8,Medium Risk,326500,155925.80622434616
0,15.7,Low Risk,346500,54409.22771394253
0,36.9,Medium Risk,306500,113228.23232412338
0,54.5,Medium Risk,176500,96256.22391700745
0,27.5,Low Risk,266500,73306.7775964737
0,54.1,Medium Risk,226500,122595.67442536354
1,100.0,High Risk,376500,376373.7909793854
1,36.9,Medium Risk,206500,76139.12196457386
0,11.5,Low Risk,186500,21457.61063322425
1,100.0,High Risk,406500,406381.30071759224
0,28.2,Low Risk,336500,94905.85827827454
0,13.4,Low Risk,566500,76075.58596879244
1,45.6,Medium Risk,166500,75955.78716695309
0,21.5,Low Risk,256500,55169.19160634279
0,13.3,Low Risk,666500,88615.01388251781
1,23.0,Low Risk,336500,77260.26875525713
0,25.4,Low Risk,376500,95678.46608161926
0,22.3,Low Risk,486500,108581.54819905758
0,20.8,Low Risk,576500,119674.95568096638
1,100.0,High Risk,666500,666309.9087178707
1,57.9,Medium Risk,516500,299001.1313855648
0,32.7,Medium Risk,126500,41306.90576136112
0,63.1,Medium Risk,66500,41983.93341898918
1,11.0,Low Risk,346500,38235.23645102978
0,34.1,Medium Risk,216500,73756.49803876877
0,14.5,Low Risk,366500,53136.85151189566
0,12.2,Low Risk,346500,42346.17666900158
0,29.5,Low Risk,186500,55061.46238744259
0,23.9,Low Risk,216500,51806.09767138958
0,18.1,Low Risk,416500,75495.60496211052
0,18.3,Low Risk,286500,52453.78263294697
0,37.5,Medium Risk,226500,84987.01965808868
0,24.1,Low Risk,236500,57088.10530602932
0,20.1,Low Risk,136500,27369.325518608093
0,22.5,Low Risk,286500,64450.698271393776
0,24.5,Low Risk,246500,60303.17784845829
0,16.6,Low Risk,576500,95957.90602266788
0,42.8,Medium Risk,106500,45584.31413769722
1,100.0,High Risk,406500,406485.17167568207
1,72.5,High Risk,56500,40948.79496097565
0,25.4,Low Risk,86500,21937.982946634293
0,15.8,Low Risk,376500,59513.19155842066
1,100.0,High Risk,106500,106466.57198667526
0,19.7,Low Risk,276500,54413.08867931366
0,38.7,Medium Risk,676500,261778.13744544983
0,21.9,Low Risk,206500,45320.996925234795
1,30.9,Medium Risk,266500,82403.68729829788
